   n, insertion_cmp, insertion_swaps, insertion_time, bubble_cmp, bubble_swaps, bubble_time, heap_cmp, heap_swaps, heap_time, quick_cmp, quick_swaps, quick_time
 682,          1013,             333,            987,           ,             ,            ,    11291,       6289,     12965,      7621,        1001,       5983
 683,          1014,             333,            997,           ,             ,            ,    11309,       6295,      9973,      7861,        1000,       9973
 684,          1015,             333,            997,           ,             ,            ,    11327,       6307,     10970,      7327,        1011,      10970
 685,          1016,             333,            997,           ,             ,            ,    11353,       6321,      9972,      7222,        1004,       9964
 686,          1018,             334,            997,           ,             ,            ,    11365,       6326,      9490,      7042,         974,       9157
 687,          1021,             336,           1994,           ,             ,            ,    11385,       6340,     10970,      8022,         991,       5984
 688,          1023,             337,            997,           ,             ,            ,    11406,       6357,     10970,      7895,        1010,       6981
 689,          1025,             338,           1994,           ,             ,            ,    11426,       6358,     10970,      7676,        1024,       8976
 690,          1026,             338,           1994,           ,             ,            ,    11445,       6369,     16955,      7643,        1018,       5984
 691,          1027,             338,           1993,           ,             ,            ,    11475,       6392,     13952,      7583,        1009,       7978
 692,          1028,             338,            997,           ,             ,            ,    11488,       6400,      9973,      6913,        1023,      12966
 693,          1030,             339,            996,           ,             ,            ,    11504,       6409,      9973,      7042,        1015,       4986
 694,          1031,             339,            997,           ,             ,            ,    11523,       6417,     11836,      7411,        1012,       7978
 695,          1035,             342,            997,           ,             ,            ,    11543,       6422,     10970,      7527,        1029,       5984
 696,          1036,             342,            997,           ,             ,            ,    11555,       6430,     11967,      7567,        1006,       6981
 697,          1037,             342,            997,           ,             ,            ,    11574,       6435,     14960,      7883,        1030,       8977
 698,          1038,             342,           1995,           ,             ,            ,    11604,       6462,     19946,      7833,        1023,       8976
 699,          1040,             343,            997,           ,             ,            ,    11624,       6467,     11967,      7323,        1034,       6981
 700,          1043,             345,            998,           ,             ,            ,    11641,       6485,     10970,      7601,        1009,       5984
 701,          1044,             345,            997,           ,             ,            ,    11661,       6487,     18949,      7695,        1022,       7979
 702,          1049,             349,            997,           ,             ,            ,    11681,       6497,     10051,      7663,        1033,       7979
 703,          1050,             349,            997,           ,             ,            ,    11699,       6510,     11967,      7790,        1026,       5984
 704,          1051,             349,           1994,           ,             ,            ,    11715,       6521,     12965,      7218,        1040,       6981
 705,          1052,             349,            997,           ,             ,            ,    11739,       6529,     11967,      7847,        1043,       6982
 706,          1055,             351,           1993,           ,             ,            ,    11752,       6537,     13962,      7860,        1044,       5983
 707,          1056,             351,            997,           ,             ,            ,    11780,       6555,     10970,      7482,        1023,       4986
 708,          1058,             352,              0,           ,             ,            ,    11794,       6570,     10971,      8596,        1044,       7977
 709,          1059,             352,           2991,           ,             ,            ,    11819,       6586,     13962,      7536,        1038,       5984
 710,          1060,             352,            997,           ,             ,            ,    11836,       6585,     10970,      7247,        1063,       9973
 711,          1061,             352,            997,           ,             ,            ,    11860,       6598,      9973,      7834,        1046,       6981
 712,          1062,             352,            997,           ,             ,            ,    11873,       6604,     12965,      8222,        1047,       5984
 713,          1063,             352,            997,           ,             ,            ,    11895,       6614,     13962,      8257,        1027,       7978
 714,          1065,             353,           2991,           ,             ,            ,    11916,       6631,     13962,      7973,        1049,       5984
 715,          1068,             355,            997,           ,             ,            ,    11939,       6649,     10971,      9551,        1042,       6980
 716,          1069,             355,            997,           ,             ,            ,    11955,       6653,     13962,      7321,        1046,       5984
 717,          1070,             355,            997,           ,             ,            ,    11975,       6663,     13962,      7724,        1056,       6981
 718,          1071,             355,            945,           ,             ,            ,    11995,       6673,     14959,      7706,        1054,       6981
 719,          1072,             355,            997,           ,             ,            ,    12018,       6685,     10971,      8166,        1061,       6981
 720,          1073,             355,            997,           ,             ,            ,    12033,       6688,     11968,      8119,        1053,       6981
 721,          1074,             355,            997,           ,             ,            ,    12058,       6701,     18948,      7685,        1045,       6981
 722,          1075,             355,           1994,           ,             ,            ,    12064,       6711,     13962,      8141,        1061,       9973
 723,          1077,             356,            997,           ,             ,            ,    12086,       6728,     10969,      7670,        1057,       5983
 724,          1078,             356,            997,           ,             ,            ,    12108,       6730,     10970,      7308,        1060,       6981
 725,          1079,             356,              0,           ,             ,            ,    12128,       6738,     10972,      8149,        1074,       5983
 726,          1080,             356,            997,           ,             ,            ,    12150,       6760,     11967,      7856,        1079,       5984
 727,          1081,             356,            997,           ,             ,            ,    12169,       6764,     15957,      8245,        1088,       9973
 728,          1082,             356,            997,           ,             ,            ,    12190,       6774,     10971,      8283,        1066,      13962
 729,          1083,             356,            997,           ,             ,            ,    12207,       6788,     12964,      7835,        1066,       5984
 730,          1084,             356,            997,           ,             ,            ,    12230,       6804,     10971,      9901,        1067,      10970
 731,          1085,             356,            997,           ,             ,            ,    12244,       6804,     10971,      8418,        1069,       7979
 732,          1086,             356,            996,           ,             ,            ,    12266,       6818,     11967,      8001,        1078,       9973
 733,          1087,             356,           1995,           ,             ,            ,    12287,       6830,     13962,      7684,        1082,       7980
 734,          1089,             357,            997,           ,             ,            ,    12306,       6841,     13962,      7890,        1070,       5984
 735,          1090,             357,            843,           ,             ,            ,    12328,       6849,     16954,      8249,        1066,       6981
 736,          1091,             357,           1996,           ,             ,            ,    12342,       6858,     11967,      8354,        1089,       8976
 737,          1092,             357,            997,           ,             ,            ,    12369,       6880,     13962,      7713,        1072,       6981
 738,          1094,             358,           1995,           ,             ,            ,    12392,       6889,     19946,      8321,        1086,       7978
 739,          1097,             360,            997,           ,             ,            ,    12408,       6899,     14960,      7954,        1084,      10002
 740,          1102,             364,           1994,           ,             ,            ,    12428,       6911,     16952,      8041,        1080,       6981
 741,          1103,             364,           2992,           ,             ,            ,    12449,       6917,     16954,      7876,        1089,       7979
 742,          1104,             364,            997,           ,             ,            ,    12465,       6926,     10970,      9014,        1089,       8976
 743,          1105,             364,           2992,           ,             ,            ,    12482,       6935,     13962,      8816,        1080,       7978
 744,          1106,             364,            996,           ,             ,            ,    12502,       6946,     16954,      8179,        1097,       6980
 745,          1109,             366,            997,           ,             ,            ,    12526,       6960,     12965,      8194,        1084,       5983
 746,          1113,             369,            997,           ,             ,            ,    12549,       6975,     12472,      8195,        1085,       8095
 747,          1116,             371,            880,           ,             ,            ,    12567,       6985,     13962,      7761,        1114,       6981
 748,          1117,             371,           1995,           ,             ,            ,    12582,       6992,     13962,      7688,        1099,      12965
 749,          1118,             371,           1995,           ,             ,            ,    12600,       6995,     13962,      8173,        1109,       5984
 750,          1119,             371,            997,           ,             ,            ,    12624,       7012,     12966,      7903,        1091,       5983
 751,          1121,             372,            997,           ,             ,            ,    12644,       7027,     16955,      9278,        1101,       9972
 752,          1122,             372,            997,           ,             ,            ,    12659,       7043,     10970,      9889,        1109,       9970
 753,          1123,             372,           2992,           ,             ,            ,    12687,       7051,     12965,      7811,        1099,       9973
 754,          1125,             373,           1994,           ,             ,            ,    12708,       7066,     14960,      8395,        1114,       5984
 755,          1127,             374,            997,           ,             ,            ,    12728,       7075,     12100,      9130,        1116,       9841
 756,          1130,             376,            839,           ,             ,            ,    12739,       7082,     23936,      8249,        1123,       6980
 757,          1131,             376,            997,           ,             ,            ,    12762,       7093,     14960,      8256,        1098,       9973
 758,          1132,             376,            997,           ,             ,            ,    12781,       7104,     15465,      8598,        1118,      12964
 759,          1133,             376,           1994,           ,             ,            ,    12799,       7117,     12965,      8964,        1101,       6980
 760,          1135,             377,            997,           ,             ,            ,    12814,       7123,     17951,      8778,        1106,       7979
 761,          1136,             377,            997,           ,             ,            ,    12849,       7138,     14959,      9317,        1124,       9973
 762,          1140,             380,           2127,           ,             ,            ,    12867,       7148,     23936,      8024,        1120,       6981
 763,          1142,             381,           1995,           ,             ,            ,    12872,       7151,     11967,      8113,        1110,       6981
 764,          1143,             381,           1994,           ,             ,            ,    12909,       7174,     15957,      8429,        1111,       8975
 765,          1144,             381,            997,           ,             ,            ,    12929,       7179,     12965,      7891,        1131,       5983
 766,          1145,             381,            997,           ,             ,            ,    12933,       7182,     18949,      9201,        1122,       7979
 767,          1146,             381,           2992,           ,             ,            ,    12965,       7206,     11967,      8622,        1115,       7978
 768,          1149,             383,            997,           ,             ,            ,    12989,       7214,     18949,      8255,        1139,       8976
 769,          1151,             384,            997,           ,             ,            ,    13006,       7228,     12965,      8572,        1120,       6981
 770,          1152,             384,            997,           ,             ,            ,    13019,       7233,     13962,      8506,        1135,      10971
 771,          1153,             384,           2992,           ,             ,            ,    13047,       7248,     11968,      9063,        1156,       6981
 772,          1154,             384,            997,           ,             ,            ,    13064,       7256,     12965,      8110,        1147,       6981
 773,          1156,             385,            997,           ,             ,            ,    13085,       7267,     10970,      8039,        1130,       9973
 774,          1159,             387,           1994,           ,             ,            ,    13104,       7277,     14960,     10184,        1139,       7978
 775,          1160,             387,           1994,           ,             ,            ,    13118,       7286,     10970,      8488,        1134,       7978
 776,          1161,             387,           1994,           ,             ,            ,    13134,       7298,     14960,      8247,        1130,       7168
 777,          1162,             387,           1807,           ,             ,            ,    13161,       7312,     15957,      9102,        1147,      11967
 778,          1163,             387,            997,           ,             ,            ,    13177,       7320,     13963,      8856,        1148,       7978
 779,          1164,             387,           1994,           ,             ,            ,    13196,       7332,     17952,      9901,        1159,       6981
 780,          1165,             387,            998,           ,             ,            ,    13216,       7347,     20943,      8351,        1115,       8532
 781,          1166,             387,           1959,           ,             ,            ,    13238,       7341,     12950,      8475,        1162,       7978
 782,          1167,             387,            996,           ,             ,            ,    13255,       7363,     12965,     10058,        1194,       7978
 783,          1168,             387,           1995,           ,             ,            ,    13274,       7370,     19946,      8689,        1131,       8975
 784,          1169,             387,            997,           ,             ,            ,    13294,       7384,     13962,      8019,        1149,       7997
 785,          1170,             387,           1994,           ,             ,            ,    13315,       7394,     19947,      8206,        1138,      10970
 786,          1171,             387,           2991,           ,             ,            ,    13333,       7407,     20944,      8571,        1133,       8976
 787,          1172,             387,           1090,           ,             ,            ,    13361,       7421,     12872,      9565,        1153,       8975
 788,          1173,             387,            997,           ,             ,            ,    13378,       7433,     15957,      8815,        1149,      11968
 789,          1175,             388,           1994,           ,             ,            ,    13399,       7445,     27925,      8939,        1144,      11969
 790,          1176,             388,            996,           ,             ,            ,    13416,       7454,     16954,      9364,        1154,      14959
 791,          1178,             389,            997,           ,             ,            ,    13437,       7454,     23936,      8903,        1140,      14960
 792,          1179,             389,           2992,           ,             ,            ,    13448,       7463,     57844,      8184,        1174,      50863
 793,          1180,             389,           4987,           ,             ,            ,    13469,       7468,     51509,      9365,        1180,      19947
 794,          1181,             389,           2991,           ,             ,            ,    13492,       7491,     34907,      8440,        1161,      17951
 795,          1182,             389,           2992,           ,             ,            ,    13510,       7492,     32912,      8475,        1165,      16953
 796,          1183,             389,           1995,           ,             ,            ,    13530,       7511,     24933,      8689,        1156,      13961
 797,          1184,             389,           3989,           ,             ,            ,    13551,       7521,     21877,      9064,        1154,      13962
 798,          1185,             389,           2992,           ,             ,            ,    13574,       7530,     30430,     10851,        1183,      24933
 799,          1186,             389,           2991,           ,             ,            ,    13595,       7541,     27926,      8172,        1163,      15957
 800,          1188,             390,           1992,           ,             ,            ,    13612,       7556,     36412,      8606,        1170,       9972
 801,          1189,             390,           2991,           ,             ,            ,    13632,       7569,     17952,      9571,        1185,      13961
 802,          1190,             390,           2992,           ,             ,            ,    13649,       7579,     24932,      8576,        1181,       8975
 803,          1191,             390,            997,           ,             ,            ,    13672,       7592,     16955,      8872,        1195,       7978
 804,          1192,             390,            997,           ,             ,            ,    13691,       7600,     14960,      8467,        1187,       5984
 805,          1193,             390,            996,           ,             ,            ,    13717,       7609,     17952,      8497,        1186,       6982
 806,          1194,             390,           1994,           ,             ,            ,    13727,       7618,     18948,      9027,        1164,      11969
 807,          1195,             390,           1994,           ,             ,            ,    13756,       7634,     16953,      9599,        1175,       8976
 808,          1196,             390,           1993,           ,             ,            ,    13776,       7641,     14960,      9149,        1189,       8975
 809,          1197,             390,            996,           ,             ,            ,    13791,       7658,     14961,      9390,        1212,       9973
 810,          1198,             390,           1994,           ,             ,            ,    13809,       7669,     14959,      9502,        1177,       8975
 811,          1200,             391,           1994,           ,             ,            ,    13828,       7679,     13963,      9067,        1185,       9974
 812,          1202,             392,            996,           ,             ,            ,    13848,       7681,     14959,      8585,        1186,       7978
 813,          1203,             392,            997,           ,             ,            ,    13872,       7698,     12965,      8699,        1182,       6980
 814,          1204,             392,           2993,           ,             ,            ,    13890,       7708,     11966,      9045,        1209,       6981
 815,          1206,             393,            997,           ,             ,            ,    13910,       7713,     13962,      9398,        1194,      14960
 816,          1208,             394,            998,           ,             ,            ,    13919,       7720,     11968,      9004,        1196,       8976
 817,          1210,             395,            997,           ,             ,            ,    13946,       7741,     12965,      9853,        1190,       7978
 818,          1215,             399,           1995,           ,             ,            ,    13968,       7754,     13962,     10630,        1213,      16954
 819,          1216,             399,            997,           ,             ,            ,    13991,       7761,     12965,      9257,        1212,       6981
 820,          1217,             399,            963,           ,             ,            ,    14005,       7768,     13962,      8654,        1191,       7978
 821,          1218,             399,            997,           ,             ,            ,    14031,       7781,     27925,      9276,        1205,      21942
 822,          1219,             399,           5982,           ,             ,            ,    14048,       7791,     89760,      9797,        1193,      32911
 823,          1220,             399,           5983,           ,             ,            ,    14066,       7798,     42885,      8687,        1206,      22938
 824,          1221,             399,           2992,           ,             ,            ,    14088,       7806,     28923,      8856,        1201,      12964
 825,          1222,             399,           1994,           ,             ,            ,    14109,       7816,     21960,      9574,        1215,      12965
 826,          1223,             399,           2992,           ,             ,            ,    14126,       7831,     22939,     10294,        1196,      12965
 827,          1225,             400,           1993,           ,             ,            ,    14148,       7844,     20943,      9173,        1200,      11968
 828,          1228,             402,           1994,           ,             ,            ,    14168,       7860,     22939,     10486,        1185,      13962
 829,          1230,             403,           2991,           ,             ,            ,    14189,       7865,     22411,      9168,        1223,      11968
 830,          1231,             403,           1993,           ,             ,            ,    14204,       7874,     17952,      9760,        1225,      12966
 831,          1232,             403,           1996,           ,             ,            ,    14223,       7883,     26710,      9451,        1214,      13962
 832,          1233,             403,           1993,           ,             ,            ,    14234,       7898,     25930,      9537,        1225,      13963
 833,          1234,             403,           2991,           ,             ,            ,    14258,       7902,     20943,      8903,        1216,      12964
 834,          1235,             403,           1994,           ,             ,            ,    14285,       7915,     22939,      9656,        1239,      10968
 835,          1236,             403,           2991,           ,             ,            ,    14300,       7927,     20944,      9250,        1201,      11968
 836,          1240,             406,            996,           ,             ,            ,    14318,       7936,     17952,      8920,        1212,       9972
 837,          1241,             406,           1995,           ,             ,            ,    14345,       7952,     19947,      8817,        1191,       9973
 838,          1242,             406,           1994,           ,             ,            ,    14362,       7966,     22447,      9135,        1234,       9974
 839,          1243,             406,            998,           ,             ,            ,    14380,       7972,     18947,      9516,        1227,      11970
 840,          1244,             406,           1992,           ,             ,            ,    14396,       7981,     18053,      9609,        1205,      10970
 841,          1245,             406,            997,           ,             ,            ,    14416,       7985,     20455,      9491,        1237,      10970
 842,          1246,             406,           1995,           ,             ,            ,    14441,       7996,     22938,      9970,        1226,      11969
 843,          1247,             406,           2991,           ,             ,            ,    14454,       8008,     21940,      8980,        1233,      13473
 844,          1248,             406,           1994,           ,             ,            ,    14477,       8027,     23936,      9779,        1264,      11968
 845,          1249,             406,           1994,           ,             ,            ,    14497,       8034,     18949,     11109,        1247,      14960
 846,          1250,             406,           1996,           ,             ,            ,    14518,       8042,     23936,      9449,        1260,      12963
 847,          1251,             406,            995,           ,             ,            ,    14538,       8053,     19947,      9429,        1262,      11968
 848,          1252,             406,           1994,           ,             ,            ,    14558,       8058,     19946,      9612,        1253,      12965
 849,          1253,             406,            997,           ,             ,            ,    14583,       8072,     26439,      9951,        1257,      16955
 850,          1255,             407,           2992,           ,             ,            ,    14592,       8079,     27924,     10453,        1236,      17952
 851,          1256,             407,           1995,           ,             ,            ,    14622,       8098,     25442,     10179,        1218,      12965
 852,          1257,             407,           2992,           ,             ,            ,    14637,       8108,     23934,      9430,        1269,      12965
 853,          1259,             408,           2993,           ,             ,            ,    14659,       8121,     21940,      9254,        1229,      11968
 854,          1260,             408,           1995,           ,             ,            ,    14683,       8130,     23935,     11007,        1243,      15957
 855,          1261,             408,           1993,           ,             ,            ,    14700,       8143,     19946,      9639,        1246,      12965
 856,          1262,             408,           1995,           ,             ,            ,    14716,       8149,     19946,      8930,        1238,      10969
 857,          1264,             409,           1993,           ,             ,            ,    14730,       8165,     21941,      9124,        1252,      10971
 858,          1266,             410,            997,           ,             ,            ,    14751,       8177,     22937,     10362,        1263,      12965
 859,          1268,             411,           1994,           ,             ,            ,    14775,       8185,     30918,      9407,        1262,      16954
 860,          1270,             412,           1993,           ,             ,            ,    14792,       8193,     24934,      9793,        1253,      16954
 861,          1271,             412,           1995,           ,             ,            ,    14807,       8207,     21992,      9783,        1258,      12965
 862,          1272,             412,           1994,           ,             ,            ,    14837,       8225,     21942,      9106,        1261,       9972
 863,          1273,             412,            996,           ,             ,            ,    14857,       8240,     22938,      9750,        1260,      14961
 864,          1274,             412,            997,           ,             ,            ,    14870,       8237,     19946,     10513,        1254,      14959
 865,          1276,             413,           1994,           ,             ,            ,    14890,       8247,     21941,      9681,        1248,      12965
 866,          1278,             414,            999,           ,             ,            ,    14910,       8267,     20942,      9579,        1271,      10970
 867,          1282,             417,           2991,           ,             ,            ,    14926,       8274,     22939,     10602,        1288,      15957
 868,          1283,             417,           1156,           ,             ,            ,    14953,       8283,     23935,      9268,        1248,      12965
 869,          1284,             417,           2739,           ,             ,            ,    14966,       8293,     57844,      9021,        1285,      28922
 870,          1285,             417,           1996,           ,             ,            ,    14992,       8316,     40890,      9627,        1271,      28922
 871,          1286,             417,           6979,           ,             ,            ,    15011,       8321,     23934,      9856,        1274,       8975
 872,          1288,             418,            997,           ,             ,            ,    15026,       8321,     17952,     10321,        1268,      13962
 873,          1289,             418,           3989,           ,             ,            ,    15038,       8324,     17951,      9776,        1251,      11967
 874,          1290,             418,            996,           ,             ,            ,    15062,       8344,     20944,      9801,        1272,      12965
 875,          1291,             418,           1994,           ,             ,            ,    15088,       8359,     16954,      9746,        1275,       9974
 876,          1292,             418,            996,           ,             ,            ,    15107,       8371,     21941,     10800,        1286,       7979
 877,          1294,             419,            997,           ,             ,            ,    15127,       8380,     20944,     11240,        1273,       8975
 878,          1296,             420,            997,           ,             ,            ,    15149,       8396,     21941,      9785,        1304,       7978
 879,          1297,             420,           2992,           ,             ,            ,    15166,       8405,     75309,     10859,        1287,      13962
 880,          1298,             420,           3989,           ,             ,            ,    15183,       8411,     28922,      9861,        1262,       6980
 881,          1300,             421,            997,           ,             ,            ,    15203,       8421,     14960,     10454,        1299,       8976
 882,          1301,             421,            997,           ,             ,            ,    15224,       8439,     13963,     10776,        1282,      10970
 883,          1302,             421,           1995,           ,             ,            ,    15243,       8443,     18949,      9883,        1287,      10970
 884,          1303,             421,           1995,           ,             ,            ,    15263,       8458,     13469,     10271,        1296,       8976
 885,          1305,             422,           1995,           ,             ,            ,    15283,       8470,     24933,     10699,        1294,      10971
 886,          1306,             422,            996,           ,             ,            ,    15305,       8477,     14958,     10390,        1281,       9973
 887,          1307,             422,            997,           ,             ,            ,    15326,       8492,     14011,      9397,        1305,      24935
 888,          1308,             422,           3988,           ,             ,            ,    15342,       8505,     36901,     10032,        1302,      14959
 889,          1309,             422,           1994,           ,             ,            ,    15363,       8508,     15957,     10528,        1292,       9972
 890,          1310,             422,           1994,           ,             ,            ,    15380,       8519,     16954,     10436,        1303,       7979
 891,          1311,             422,           1994,           ,             ,            ,    15400,       8534,     20945,     11005,        1310,      14960
 892,          1312,             422,            996,           ,             ,            ,    15423,       8542,     17951,     10080,        1312,      11968
 893,          1313,             422,           1994,           ,             ,            ,    15448,       8561,     20944,     10609,        1297,      18949
 894,          1315,             423,           1816,           ,             ,            ,    15458,       8563,     16953,     11163,        1305,       9973
 895,          1317,             424,           2992,           ,             ,            ,    15484,       8576,     14960,     10060,        1327,      11967
 896,          1320,             426,            996,           ,             ,            ,    15505,       8586,     18949,     10029,        1294,       9972
 897,          1321,             426,            996,           ,             ,            ,    15520,       8590,     21939,     10427,        1318,      11968
 898,          1322,             426,           1994,           ,             ,            ,    15539,       8597,     20943,     11502,        1318,      12965
 899,          1324,             427,           1995,           ,             ,            ,    15565,       8620,     21941,     10174,        1311,      12965
 900,          1325,             427,           1994,           ,             ,            ,    15579,       8625,     16954,     10558,        1327,      12965
 901,          1326,             427,           1994,           ,             ,            ,    15605,       8635,     30916,     10652,        1326,      15957
 902,          1327,             427,           1994,           ,             ,            ,    15623,       8657,     17952,     10858,        1313,      10970
 903,          1329,             428,           1994,           ,             ,            ,    15640,       8659,     16955,     11167,        1312,      10970
 904,          1330,             428,           1994,           ,             ,            ,    15658,       8674,     21940,      9759,        1318,      12966
 905,          1331,             428,            997,           ,             ,            ,    15672,       8674,     20945,      9838,        1330,      10969
 906,          1332,             428,           1994,           ,             ,            ,    15698,       8692,     17986,     10363,        1330,      10970
 907,          1333,             428,            997,           ,             ,            ,    15716,       8700,     18948,     11285,        1335,       8975
 908,          1334,             428,           1994,           ,             ,            ,    15738,       8712,     15957,     10644,        1321,      10972
 909,          1337,             430,           2990,           ,             ,            ,    15756,       8724,     17952,      9768,        1332,       7978
 910,          1341,             433,           1994,           ,             ,            ,    15777,       8733,     18951,     10123,        1339,      14960
 911,          1342,             433,            996,           ,             ,            ,    15798,       8749,     19946,     10452,        1321,       8975
 912,          1343,             433,            997,           ,             ,            ,    15819,       8762,     16954,     10350,        1326,       7978
 913,          1345,             434,           3989,           ,             ,            ,    15840,       8769,     16954,     10196,        1331,       7978
 914,          1346,             434,           1994,           ,             ,            ,    15855,       8781,     19946,     11124,        1343,      12964
 915,          1347,             434,           2992,           ,             ,            ,    15877,       8794,     25930,     11557,        1339,      12965
 916,          1348,             434,           1994,           ,             ,            ,    15886,       8803,     22938,     10192,        1358,      18949
 917,          1349,             434,            997,           ,             ,            ,    15912,       8814,     22939,     10467,        1353,       9973
 918,          1350,             434,            997,           ,             ,            ,    15932,       8824,     19946,     11348,        1326,       8976
 919,          1352,             435,           1994,           ,             ,            ,    15954,       8837,     15958,      9798,        1350,       7978
 920,          1353,             435,           1994,           ,             ,            ,    15965,       8839,     21940,     10329,        1353,       8976
 921,          1354,             435,           1994,           ,             ,            ,    15998,       8858,     19456,     10364,        1345,       7978
 922,          1356,             436,           1994,           ,             ,            ,    16007,       8860,     23936,     10340,        1348,       7944
 923,          1357,             436,            997,           ,             ,            ,    16039,       8870,     50596,     10371,        1328,      15958
 924,          1358,             436,           1994,           ,             ,            ,    16054,       8883,     26927,     10587,        1339,      13962
 925,          1359,             436,           3989,           ,             ,            ,    16071,       8893,     38894,     12227,        1357,      16955
 926,          1361,             437,           1994,           ,             ,            ,    16089,       8908,     21941,     10204,        1341,       8975
 927,          1362,             437,            997,           ,             ,            ,    16112,       8913,     16954,     10469,        1361,       7978
 928,          1363,             437,            997,           ,             ,            ,    16130,       8920,     26438,      9880,        1353,      19947
 929,          1364,             437,           2990,           ,             ,            ,    16148,       8929,     47871,     10641,        1376,      19945
 930,          1367,             439,           2991,           ,             ,            ,    16162,       8933,     50864,     11586,        1368,      18948
 931,          1371,             442,           2990,           ,             ,            ,    16186,       8948,     26927,     10540,        1365,      15958
 932,          1372,             442,           1995,           ,             ,            ,    16211,       8972,     22939,     10103,        1380,      13963
 933,          1373,             442,           2990,           ,             ,            ,    16229,       8976,     41887,      9969,        1357,      26927
 934,          1375,             443,           3834,           ,             ,            ,    16251,       8988,     30917,     10825,        1370,      15957
 935,          1376,             443,           5985,           ,             ,            ,    16273,       9002,     33908,     11291,        1363,      20917
 936,          1377,             443,           2992,           ,             ,            ,    16290,       9004,     27925,     10250,        1350,      15959
 937,          1378,             443,          13963,           ,             ,            ,    16304,       9007,     56847,     10303,        1373,      15957
 938,          1379,             443,           3989,           ,             ,            ,    16326,       9024,     29919,     11336,        1362,      14960
 939,          1380,             443,           2992,           ,             ,            ,    16352,       9038,     21449,     10822,        1339,      12742
 940,          1382,             444,           1995,           ,             ,            ,    16371,       9054,     28922,     11408,        1365,      18951
 941,          1385,             446,            997,           ,             ,            ,    16388,       9061,     29970,     11197,        1353,      13963
 942,          1388,             448,           2992,           ,             ,            ,    16408,       9072,     24932,     10676,        1402,      14961
 943,          1389,             448,           1979,           ,             ,            ,    16428,       9079,     22938,     10427,        1379,      13093
 944,          1390,             448,           2992,           ,             ,            ,    16443,       9092,     29920,     11728,        1376,      16954
 945,          1392,             449,           1994,           ,             ,            ,    16462,       9101,     25930,     10484,        1387,      11967
 946,          1393,             449,           1994,           ,             ,            ,    16485,       9118,     25009,     10229,        1371,      12890
 947,          1394,             449,           2992,           ,             ,            ,    16505,       9128,     26927,      9986,        1369,      12966
 948,          1396,             450,           2242,           ,             ,            ,    16517,       9129,     33909,     11223,        1396,      17950
 949,          1398,             451,           2992,           ,             ,            ,    16545,       9144,     28921,     11847,        1388,      24933
 950,          1399,             451,           1994,           ,             ,            ,    16567,       9160,     32912,     10643,        1387,      19946
 951,          1400,             451,           1995,           ,             ,            ,    16585,       9171,     55850,     10843,        1383,      18950
 952,          1401,             451,           1994,           ,             ,            ,    16603,       9180,     21941,     10878,        1406,      14960
 953,          1402,             451,           3069,           ,             ,            ,    16619,       9188,     23443,     10512,        1389,      14045
 954,          1403,             451,           5984,           ,             ,            ,    16639,       9197,     36901,     10365,        1411,      15958
 955,          1404,             451,            997,           ,             ,            ,    16660,       9210,     28923,     10586,        1405,       7979
 956,          1406,             452,           3991,           ,             ,            ,    16683,       9228,     21940,     11863,        1389,      13963
 957,          1407,             452,           2992,           ,             ,            ,    16702,       9232,     25930,     10855,        1381,      12965
 958,          1409,             453,            997,           ,             ,            ,    16721,       9246,     18949,     11593,        1388,      21941
 959,          1410,             453,           3990,           ,             ,            ,    16740,       9252,     23934,     11366,        1391,      16955
 960,          1411,             453,           2993,           ,             ,            ,    16754,       9254,     23934,     10638,        1403,      19946
 961,          1412,             453,           4026,           ,             ,            ,    16778,       9275,     24932,     11912,        1406,      17952
 962,          1413,             453,           2991,           ,             ,            ,    16801,       9284,     23936,     10973,        1420,      15956
 963,          1414,             453,           2991,           ,             ,            ,    16819,       9288,     26927,     10201,        1393,      13962
 964,          1415,             453,           1994,           ,             ,            ,    16832,       9301,     30894,     10943,        1405,      14958
 965,          1416,             453,           2991,           ,             ,            ,    16857,       9312,     34907,     11520,        1423,      21940
 966,          1417,             453,           2991,           ,             ,            ,    16873,       9321,     38896,     10156,        1411,      24933
 967,          1418,             453,           2992,           ,             ,            ,    16896,       9337,     43882,     10576,        1406,      24934
 968,          1420,             454,           2990,           ,             ,            ,    16918,       9350,     51381,     10867,        1415,      29918
 969,          1422,             455,           4986,           ,             ,            ,    16926,       9349,     40891,     10816,        1437,      22939
 970,          1424,             456,           4983,           ,             ,            ,    16952,       9366,     63828,     11311,        1432,      27925
 971,          1425,             456,           1994,           ,             ,            ,    16976,       9378,     33908,     10870,        1418,      14958
 972,          1426,             456,            997,           ,             ,            ,    16997,       9393,     31111,     10752,        1408,      15957
 973,          1428,             457,           1993,           ,             ,            ,    17021,       9399,     24935,     11558,        1422,      17949
 974,          1429,             457,           3989,           ,             ,            ,    17036,       9415,     26927,     11190,        1460,      20944
 975,          1431,             458,           2992,           ,             ,            ,    17047,       9415,     32421,     11679,        1450,      21942
 976,          1432,             458,           2992,           ,             ,            ,    17072,       9434,     42886,     11371,        1424,      24932
 977,          1433,             458,           5984,           ,             ,            ,    17084,       9437,     36903,     10877,        1435,      24934
 978,          1434,             458,           5067,           ,             ,            ,    17112,       9455,     33909,     11007,        1436,      21942
 979,          1436,             459,           3821,           ,             ,            ,    17133,       9468,     29919,     11618,        1427,      23935
