   n, bubble_cmp, bubble_swaps, bubble_time, insertion_cmp, insertion_swaps, insertion_time, heap_cmp, heap_swaps, heap_time, quick_cmp, quick_swaps, quick_time
 920,           ,             ,            ,              ,                ,               ,    15329,       8270,     14972,     15639,        2790,      65784
 921,           ,             ,            ,              ,                ,               ,    15332,       8266,     13962,     15633,        2800,      70785
 922,           ,             ,            ,              ,                ,               ,    15362,       8283,     13963,     14837,        2808,      65822
 923,           ,             ,            ,              ,                ,               ,    15380,       8297,     14960,     15609,        2799,      65824
 924,           ,             ,            ,              ,                ,               ,    15383,       8290,     13962,     16366,        2762,      65826
 925,           ,             ,            ,              ,                ,               ,    15408,       8308,     14957,     16555,        2768,      67819
 926,           ,             ,            ,              ,                ,               ,    15429,       8312,     14959,     15867,        2798,      66822
 927,           ,             ,            ,              ,                ,               ,    15444,       8332,     13963,     15529,        2773,      63828
 928,           ,             ,            ,              ,                ,               ,    15476,       8348,     13963,     15898,        2777,      65822
 929,           ,             ,            ,              ,                ,               ,    15492,       8350,     13962,     15362,        2853,      67816
 930,           ,             ,            ,              ,                ,               ,    15535,       8371,     14960,     15356,        2836,      66821
 931,           ,             ,            ,              ,                ,               ,    15532,       8372,     13962,     15338,        2849,      66821
 932,           ,             ,            ,              ,                ,               ,    15548,       8386,     14960,     16191,        2797,      67817
 933,           ,             ,            ,              ,                ,               ,    15564,       8384,     14983,     15467,        2860,      66848
 934,           ,             ,            ,              ,                ,               ,    15594,       8372,     14931,     15413,        2849,      71807
 935,           ,             ,            ,              ,                ,               ,    15632,       8427,     15957,     15992,        2851,      68815
 936,           ,             ,            ,              ,                ,               ,    15641,       8441,     14960,     15565,        2822,      66820
 937,           ,             ,            ,              ,                ,               ,    15652,       8436,     14960,     15906,        2851,      67844
 938,           ,             ,            ,              ,                ,               ,    15693,       8456,     14959,     15831,        2860,      68816
 939,           ,             ,            ,              ,                ,               ,    15695,       8467,     14933,     15257,        2881,      68816
 940,           ,             ,            ,              ,                ,               ,    15729,       8484,     14957,     15857,        2823,      68816
 941,           ,             ,            ,              ,                ,               ,    15748,       8489,     14994,     15905,        2825,      67824
 942,           ,             ,            ,              ,                ,               ,    15731,       8475,     14953,     16506,        2813,      68831
 943,           ,             ,            ,              ,                ,               ,    15767,       8489,     14949,     16554,        2813,      69813
 944,           ,             ,            ,              ,                ,               ,    15770,       8485,     14986,     15637,        2869,      68813
 945,           ,             ,            ,              ,                ,               ,    15816,       8509,     14962,     16750,        2841,      68792
 946,           ,             ,            ,              ,                ,               ,    15818,       8512,     15958,     15806,        2871,      74812
 947,           ,             ,            ,              ,                ,               ,    15862,       8548,     15967,     16046,        2866,      69811
 948,           ,             ,            ,              ,                ,               ,    15877,       8566,     14969,     16020,        2886,      69813
 949,           ,             ,            ,              ,                ,               ,    15862,       8558,     14959,     15856,        2900,      88790
 950,           ,             ,            ,              ,                ,               ,    15919,       8593,     14932,     15974,        2909,      71807
 951,           ,             ,            ,              ,                ,               ,    15943,       8592,     14989,     16148,        2864,      68814
 952,           ,             ,            ,              ,                ,               ,    15969,       8601,     14960,     16969,        2839,      69798
 953,           ,             ,            ,              ,                ,               ,    15958,       8585,     14958,     16461,        2839,      69814
 954,           ,             ,            ,              ,                ,               ,    15970,       8609,     15970,     17030,        2871,      70797
 955,           ,             ,            ,              ,                ,               ,    15990,       8632,     15957,     15749,        2923,      71808
 956,           ,             ,            ,              ,                ,               ,    16037,       8656,     14957,     16122,        2898,      69813
 957,           ,             ,            ,              ,                ,               ,    16028,       8628,     14961,     15987,        2908,      70810
 958,           ,             ,            ,              ,                ,               ,    16068,       8660,     15957,     15831,        2927,      76793
 959,           ,             ,            ,              ,                ,               ,    16081,       8669,     15955,     16049,        2939,      70812
 960,           ,             ,            ,              ,                ,               ,    16110,       8686,     14959,     16478,        2912,      71807
 961,           ,             ,            ,              ,                ,               ,    16106,       8690,     15981,     16424,        2918,      70785
 962,           ,             ,            ,              ,                ,               ,    16140,       8704,     14961,     15953,        2926,      70810
 963,           ,             ,            ,              ,                ,               ,    16167,       8718,     15958,     15925,        2941,      71807
 964,           ,             ,            ,              ,                ,               ,    16201,       8751,     14960,     16474,        2917,      72807
 965,           ,             ,            ,              ,                ,               ,    16190,       8739,     15955,     15768,        2971,      71806
 966,           ,             ,            ,              ,                ,               ,    16224,       8744,     15973,     16057,        2924,      71791
 967,           ,             ,            ,              ,                ,               ,    16273,       8786,     15993,     16633,        2907,      71772
 968,           ,             ,            ,              ,                ,               ,    16278,       8769,     14960,     16355,        2957,      79786
 969,           ,             ,            ,              ,                ,               ,    16273,       8740,     15960,     16166,        2962,      74795
 970,           ,             ,            ,              ,                ,               ,    16293,       8773,     14960,     16162,        2964,      78819
 971,           ,             ,            ,              ,                ,               ,    16334,       8796,     15957,     15982,        2995,      72804
 972,           ,             ,            ,              ,                ,               ,    16348,       8801,     15957,     17081,        2919,      73827
 973,           ,             ,            ,              ,                ,               ,    16355,       8808,     15932,     17230,        2929,      72805
 974,           ,             ,            ,              ,                ,               ,    16385,       8832,     15971,     16737,        2973,      72820
 975,           ,             ,            ,              ,                ,               ,    16396,       8823,     15942,     17095,        2935,      74781
 976,           ,             ,            ,              ,                ,               ,    16422,       8833,     15956,     16293,        2985,      72803
 977,           ,             ,            ,              ,                ,               ,    16465,       8845,     14961,     16725,        2996,      74801
 978,           ,             ,            ,              ,                ,               ,    16455,       8856,     15956,     16723,        2987,      74800
 979,           ,             ,            ,              ,                ,               ,    16484,       8877,     15968,     16429,        2996,      73811
 980,           ,             ,            ,              ,                ,               ,    16501,       8900,     15937,     16837,        2999,      74798
 981,           ,             ,            ,              ,                ,               ,    16498,       8881,     15960,     16538,        3006,      78787
 982,           ,             ,            ,              ,                ,               ,    16521,       8904,     15956,     16777,        3028,      73795
 983,           ,             ,            ,              ,                ,               ,    16543,       8904,     15958,     17025,        3035,      77793
 984,           ,             ,            ,              ,                ,               ,    16554,       8903,     15986,     17093,        2971,      72774
 985,           ,             ,            ,              ,                ,               ,    16579,       8922,     14958,     16193,        3024,      74801
 986,           ,             ,            ,              ,                ,               ,    16591,       8935,     15957,     16575,        3019,      72804
 987,           ,             ,            ,              ,                ,               ,    16616,       8940,     14958,     17294,        3007,      75798
 988,           ,             ,            ,              ,                ,               ,    16637,       8942,     14960,     16415,        3034,      75796
 989,           ,             ,            ,              ,                ,               ,    16661,       8954,     15956,     16648,        3004,      73801
 990,           ,             ,            ,              ,                ,               ,    16700,       8991,     14959,     17207,        3013,      74799
 991,           ,             ,            ,              ,                ,               ,    16727,       9012,     15957,     16530,        2994,      73803
 992,           ,             ,            ,              ,                ,               ,    16708,       8999,     15958,     17588,        3041,      81780
 993,           ,             ,            ,              ,                ,               ,    16726,       8987,     14958,     17485,        2979,      75797
 994,           ,             ,            ,              ,                ,               ,    16743,       9012,     14959,     16994,        3029,      75799
 995,           ,             ,            ,              ,                ,               ,    16794,       9049,     14960,     16864,        2997,      75794
 996,           ,             ,            ,              ,                ,               ,    16797,       9056,     15957,     16728,        3013,      74801
 997,           ,             ,            ,              ,                ,               ,    16829,       9050,     15957,     16460,        3045,      73801
 998,           ,             ,            ,              ,                ,               ,    16848,       9070,     15968,     17128,        3018,      75791
 999,           ,             ,            ,              ,                ,               ,    16891,       9098,     15953,     17165,        3030,      75797
1000,           ,             ,            ,              ,                ,               ,    16912,       9090,     15955,     17222,        3023,      77794
