    n, bubble_cmp, bubble_swaps, bubble_time, insertion_cmp, insertion_swaps, insertion_time, heap_cmp, heap_swaps, heap_time, quick_cmp, quick_swaps, quick_time
  590,           ,             ,            ,              ,                ,               ,     9069,       4944,      8988,      8978,        1684,      28910
  591,           ,             ,            ,              ,                ,               ,     9080,       4939,      8992,      9348,        1740,      29903
  592,           ,             ,            ,              ,                ,               ,     9067,       4936,      8976,      9075,        1741,      28921
  593,           ,             ,            ,              ,                ,               ,     9110,       4953,      8975,      9248,        1732,      29921
  594,           ,             ,            ,              ,                ,               ,     9145,       4988,      8974,      9141,        1734,      28922
  595,           ,             ,            ,              ,                ,               ,     9158,       4976,      8976,      9062,        1764,      29961
  596,           ,             ,            ,              ,                ,               ,     9174,       4995,      8938,      8999,        1742,      28911
  597,           ,             ,            ,              ,                ,               ,     9178,       4995,      8975,      9237,        1726,      29919
  598,           ,             ,            ,              ,                ,               ,     9198,       5032,      8976,      9177,        1763,      29919
  599,           ,             ,            ,              ,                ,               ,     9241,       5021,      9016,      9203,        1771,      29880
  600,           ,             ,            ,              ,                ,               ,     9213,       4995,      7944,      9382,        1728,      28921
  601,           ,             ,            ,              ,                ,               ,     9251,       5029,      9002,      9352,        1779,      30889
  602,           ,             ,            ,              ,                ,               ,     9264,       5046,      8976,      9223,        1752,      29920
  603,           ,             ,            ,              ,                ,               ,     9287,       5062,      7984,      9758,        1731,      28893
  604,           ,             ,            ,              ,                ,               ,     9298,       5069,      8976,      9733,        1727,      29918
  605,           ,             ,            ,              ,                ,               ,     9331,       5068,      8975,      9630,        1735,      29921
  606,           ,             ,            ,              ,                ,               ,     9349,       5101,      8977,      9257,        1750,      31913
  607,           ,             ,            ,              ,                ,               ,     9365,       5107,      8006,      9622,        1749,      30916
  608,           ,             ,            ,              ,                ,               ,     9367,       5115,      8975,      9214,        1751,      30917
  609,           ,             ,            ,              ,                ,               ,     9398,       5106,      8976,      9363,        1790,      29919
  610,           ,             ,            ,              ,                ,               ,     9426,       5148,      8974,      9609,        1770,      30917
  611,           ,             ,            ,              ,                ,               ,     9434,       5135,      7978,      9547,        1783,      30917
  612,           ,             ,            ,              ,                ,               ,     9469,       5156,      8975,      9441,        1786,      29921
  613,           ,             ,            ,              ,                ,               ,     9468,       5156,      9973,      9481,        1788,      31914
  614,           ,             ,            ,              ,                ,               ,     9485,       5151,      8976,      9301,        1811,      31914
  615,           ,             ,            ,              ,                ,               ,     9507,       5167,      9016,      9305,        1814,      30917
  616,           ,             ,            ,              ,                ,               ,     9531,       5193,      8955,      9492,        1816,      31912
  617,           ,             ,            ,              ,                ,               ,     9544,       5179,      8976,      9279,        1805,      30918
  618,           ,             ,            ,              ,                ,               ,     9575,       5211,      8967,      9464,        1828,      31915
  619,           ,             ,            ,              ,                ,               ,     9561,       5177,      8976,      9883,        1798,      31913
  620,           ,             ,            ,              ,                ,               ,     9583,       5213,      8976,      9625,        1836,      31928
  621,           ,             ,            ,              ,                ,               ,     9619,       5215,      9959,      9572,        1838,      30919
  622,           ,             ,            ,              ,                ,               ,     9643,       5242,      8963,      9841,        1819,      31912
  623,           ,             ,            ,              ,                ,               ,     9634,       5248,      8975,      9960,        1820,      31914
  624,           ,             ,            ,              ,                ,               ,     9667,       5273,      8977,      9888,        1815,      31914
  625,           ,             ,            ,              ,                ,               ,     9708,       5288,      8975,      9647,        1822,      32912
  626,           ,             ,            ,              ,                ,               ,     9691,       5262,      8975,      9605,        1848,      31914
  627,           ,             ,            ,              ,                ,               ,     9694,       5250,      8977,      9876,        1814,      31914
  628,           ,             ,            ,              ,                ,               ,     9734,       5293,      9974,      9693,        1820,      31934
  629,           ,             ,            ,              ,                ,               ,     9769,       5321,      8995,     10020,        1847,      32893
  630,           ,             ,            ,              ,                ,               ,     9756,       5301,      8975,      9824,        1830,      31913
  631,           ,             ,            ,              ,                ,               ,     9811,       5324,      9974,      9845,        1847,      33909
  632,           ,             ,            ,              ,                ,               ,     9825,       5337,      8976,      9950,        1860,      31909
  633,           ,             ,            ,              ,                ,               ,     9822,       5336,      8976,      9896,        1847,      33909
  634,           ,             ,            ,              ,                ,               ,     9859,       5356,      8976,      9831,        1862,      32911
  635,           ,             ,            ,              ,                ,               ,     9875,       5365,      9974,      9867,        1868,      32912
  636,           ,             ,            ,              ,                ,               ,     9900,       5384,      9007,     10052,        1860,      33877
  637,           ,             ,            ,              ,                ,               ,     9906,       5399,      9972,      9931,        1863,      32910
  638,           ,             ,            ,              ,                ,               ,     9926,       5408,      9974,      9831,        1860,      33909
  639,           ,             ,            ,              ,                ,               ,     9939,       5394,      8975,      9775,        1882,      32912
  640,           ,             ,            ,              ,                ,               ,     9954,       5407,      8960,     10008,        1905,      33912
  641,           ,             ,            ,              ,                ,               ,     9979,       5420,      8970,     10234,        1850,      32911
  642,           ,             ,            ,              ,                ,               ,     9985,       5414,      8981,     10202,        1870,      33875
  643,           ,             ,            ,              ,                ,               ,    10036,       5467,     10018,     10303,        1885,      34860
  644,           ,             ,            ,              ,                ,               ,    10043,       5476,      9971,      9908,        1881,      34908
  645,           ,             ,            ,              ,                ,               ,    10030,       5436,      9004,      9922,        1881,      33909
  646,           ,             ,            ,              ,                ,               ,    10078,       5477,      9973,     10656,        1884,      34906
  647,           ,             ,            ,              ,                ,               ,    10078,       5475,      9972,     10082,        1891,      33910
  648,           ,             ,            ,              ,                ,               ,    10121,       5500,      8976,     10213,        1905,      34907
  649,           ,             ,            ,              ,                ,               ,    10146,       5513,      9973,     10182,        1911,      34905
  650,           ,             ,            ,              ,                ,               ,    10156,       5512,      9973,     10135,        1871,      33909
  651,           ,             ,            ,              ,                ,               ,    10162,       5514,      9974,     10099,        1898,      34922
  652,           ,             ,            ,              ,                ,               ,    10196,       5524,      9954,     10426,        1884,      34944
  653,           ,             ,            ,              ,                ,               ,    10229,       5564,      9938,     10102,        1910,      34905
  654,           ,             ,            ,              ,                ,               ,    10228,       5533,      8976,     10782,        1880,      36866
  655,           ,             ,            ,              ,                ,               ,    10267,       5576,      9972,     10930,        1877,      35917
  656,           ,             ,            ,              ,                ,               ,    10266,       5581,      8976,     10566,        1935,      35906
  657,           ,             ,            ,              ,                ,               ,    10270,       5577,      9974,     10154,        1907,      35927
  658,           ,             ,            ,              ,                ,               ,    10325,       5611,      9947,     10168,        1950,      35906
  659,           ,             ,            ,              ,                ,               ,    10324,       5596,      8976,     10174,        1933,      34905
  660,           ,             ,            ,              ,                ,               ,    10329,       5603,      9973,     10402,        1937,      35905
  661,           ,             ,            ,              ,                ,               ,    10374,       5630,      9973,     10551,        1938,      36900
  662,           ,             ,            ,              ,                ,               ,    10381,       5643,      9974,     10157,        1904,      34927
  663,           ,             ,            ,              ,                ,               ,    10400,       5646,      9975,     10741,        1928,      35904
  664,           ,             ,            ,              ,                ,               ,    10422,       5655,      9972,     10277,        1948,      35930
  665,           ,             ,            ,              ,                ,               ,    10426,       5651,      9973,     10762,        1913,      36908
  666,           ,             ,            ,              ,                ,               ,    10461,       5676,     10012,     10268,        1950,      35904
  667,           ,             ,            ,              ,                ,               ,    10472,       5701,      9973,     10327,        1945,      34927
  668,           ,             ,            ,              ,                ,               ,    10474,       5676,      8955,     10330,        1971,      35883
  669,           ,             ,            ,              ,                ,               ,    10499,       5689,      9972,     10308,        1970,      35899
  670,           ,             ,            ,              ,                ,               ,    10523,       5704,      9977,     10802,        1963,      35898
  671,           ,             ,            ,              ,                ,               ,    10542,       5723,      9974,     10984,        1960,      36901
  672,           ,             ,            ,              ,                ,               ,    10589,       5749,      9974,     10789,        1963,      36899
  673,           ,             ,            ,              ,                ,               ,    10571,       5735,      9976,     10775,        1955,      36919
  674,           ,             ,            ,              ,                ,               ,    10592,       5736,      9953,     10994,        1956,      37900
  675,           ,             ,            ,              ,                ,               ,    10605,       5740,      9973,     11049,        1994,      36901
  676,           ,             ,            ,              ,                ,               ,    10630,       5765,      9971,     11393,        1968,      38896
  677,           ,             ,            ,              ,                ,               ,    10659,       5806,     10973,     10466,        2009,      37895
  678,           ,             ,            ,              ,                ,               ,    10670,       5789,      9972,     10933,        2002,      36903
  679,           ,             ,            ,              ,                ,               ,    10681,       5780,      9973,     10491,        2036,      37885
  680,           ,             ,            ,              ,                ,               ,    10721,       5811,      9972,     10665,        2007,      36900
  681,           ,             ,            ,              ,                ,               ,    10726,       5830,     10971,     10592,        1993,      37899
  682,           ,             ,            ,              ,                ,               ,    10760,       5832,      9973,     10908,        2031,      36900
  683,           ,             ,            ,              ,                ,               ,    10763,       5843,      9971,     11145,        2006,      38897
  684,           ,             ,            ,              ,                ,               ,    10782,       5857,     10970,     10722,        2039,      38910
  685,           ,             ,            ,              ,                ,               ,    10822,       5856,      9959,     10840,        2036,      38896
  686,           ,             ,            ,              ,                ,               ,    10805,       5863,      9973,     11060,        2010,      38895
  687,           ,             ,            ,              ,                ,               ,    10843,       5882,      9998,     10683,        2028,      37873
  688,           ,             ,            ,              ,                ,               ,    10851,       5869,      9973,     11116,        2024,      38895
  689,           ,             ,            ,              ,                ,               ,    10876,       5898,      9971,     11044,        2029,      38897
  690,           ,             ,            ,              ,                ,               ,    10903,       5904,     10970,     10775,        2012,      37933
  691,           ,             ,            ,              ,                ,               ,    10905,       5920,      9931,     11043,        2028,      38896
  692,           ,             ,            ,              ,                ,               ,    10932,       5930,     10970,     11222,        2077,      40890
  693,           ,             ,            ,              ,                ,               ,    10971,       5948,      9973,     10959,        2033,      37896
  694,           ,             ,            ,              ,                ,               ,    10999,       5971,      9996,     11565,        2041,      38891
  695,           ,             ,            ,              ,                ,               ,    10991,       5946,      9993,     11257,        1996,      37899
  696,           ,             ,            ,              ,                ,               ,    11014,       5971,      9973,     10961,        2033,      39870
  697,           ,             ,            ,              ,                ,               ,    11031,       5981,     11011,     11193,        2057,      39852
  698,           ,             ,            ,              ,                ,               ,    11057,       6007,      9971,     11234,        2043,      38897
  699,           ,             ,            ,              ,                ,               ,    11065,       5993,      9941,     11521,        2053,      39858
  700,           ,             ,            ,              ,                ,               ,    11088,       6016,     11011,     11060,        2047,      38854
  701,           ,             ,            ,              ,                ,               ,    11117,       6016,     10970,     10962,        2101,      39893
  702,           ,             ,            ,              ,                ,               ,    11104,       6025,      9974,     11303,        2102,      39893
  703,           ,             ,            ,              ,                ,               ,    11144,       6047,      9973,     11368,        2075,      39893
  704,           ,             ,            ,              ,                ,               ,    11153,       6053,     10971,     11150,        2082,      40889
  705,           ,             ,            ,              ,                ,               ,    11156,       6037,     10971,     11608,        2063,      38909
  706,           ,             ,            ,              ,                ,               ,    11201,       6071,      9973,     11236,        2108,      39893
  707,           ,             ,            ,              ,                ,               ,    11240,       6101,     10971,     11383,        2091,      41903
  708,           ,             ,            ,              ,                ,               ,    11252,       6080,     10961,     11757,        2040,      41880
  709,           ,             ,            ,              ,                ,               ,    11255,       6092,     10971,     11451,        2083,      40891
  710,           ,             ,            ,              ,                ,               ,    11280,       6112,     10969,     11532,        2124,      41888
  711,           ,             ,            ,              ,                ,               ,    11302,       6122,      9972,     11989,        2094,      41889
  712,           ,             ,            ,              ,                ,               ,    11312,       6141,     10970,     11558,        2093,      41887
  713,           ,             ,            ,              ,                ,               ,    11331,       6147,     10970,     11598,        2097,      41889
  714,           ,             ,            ,              ,                ,               ,    11361,       6164,      9980,     11809,        2066,      43846
  715,           ,             ,            ,              ,                ,               ,    11374,       6162,      9974,     11903,        2121,      42900
  716,           ,             ,            ,              ,                ,               ,    11383,       6164,     10936,     11441,        2104,      41887
  717,           ,             ,            ,              ,                ,               ,    11390,       6171,     10969,     11496,        2108,      42885
  718,           ,             ,            ,              ,                ,               ,    11439,       6199,     10970,     11626,        2089,      41887
  719,           ,             ,            ,              ,                ,               ,    11440,       6180,     10970,     11746,        2113,      43882
  720,           ,             ,            ,              ,                ,               ,    11449,       6206,     10970,     11648,        2115,      41909
  721,           ,             ,            ,              ,                ,               ,    11487,       6228,     10949,     11658,        2108,      41886
  722,           ,             ,            ,              ,                ,               ,    11500,       6231,     10970,     11415,        2134,      42886
  723,           ,             ,            ,              ,                ,               ,    11515,       6246,     11967,     11385,        2135,      43881
  724,           ,             ,            ,              ,                ,               ,    11537,       6258,     10969,     12086,        2097,      42885
  725,           ,             ,            ,              ,                ,               ,    11566,       6275,     10962,     11288,        2161,      42885
  726,           ,             ,            ,              ,                ,               ,    11580,       6283,     10971,     11431,        2152,      42901
  727,           ,             ,            ,              ,                ,               ,    11593,       6281,     10954,     11775,        2146,      42886
  728,           ,             ,            ,              ,                ,               ,    11625,       6314,     10970,     11624,        2152,      42887
  729,           ,             ,            ,              ,                ,               ,    11647,       6316,     10968,     11475,        2141,      41887
  730,           ,             ,            ,              ,                ,               ,    11650,       6316,     10969,     11791,        2140,      41889
  731,           ,             ,            ,              ,                ,               ,    11661,       6328,     10970,     11640,        2151,      42885
  732,           ,             ,            ,              ,                ,               ,    11707,       6346,     10970,     11830,        2172,      43882
  733,           ,             ,            ,              ,                ,               ,    11721,       6354,     10971,     11706,        2186,      44886
  734,           ,             ,            ,              ,                ,               ,    11729,       6353,     10962,     11899,        2179,      42884
  735,           ,             ,            ,              ,                ,               ,    11748,       6374,     11970,     11660,        2174,      42884
  736,           ,             ,            ,              ,                ,               ,    11765,       6369,     11973,     12222,        2141,      43875
  737,           ,             ,            ,              ,                ,               ,    11771,       6375,     10970,     12026,        2187,      44880
  738,           ,             ,            ,              ,                ,               ,    11821,       6408,     10991,     12149,        2176,      43849
  739,           ,             ,            ,              ,                ,               ,    11837,       6411,     11972,     11731,        2188,      42881
  740,           ,             ,            ,              ,                ,               ,    11846,       6414,     11967,     12190,        2192,      43925
  741,           ,             ,            ,              ,                ,               ,    11864,       6427,     10927,     12332,        2128,      42886
  742,           ,             ,            ,              ,                ,               ,    11880,       6426,     10969,     11655,        2221,      43882
  743,           ,             ,            ,              ,                ,               ,    11905,       6462,     10971,     12135,        2224,      43883
  744,           ,             ,            ,              ,                ,               ,    11953,       6474,     10970,     12200,        2184,      44880
  745,           ,             ,            ,              ,                ,               ,    11918,       6447,     10970,     12425,        2189,      44905
  746,           ,             ,            ,              ,                ,               ,    11967,       6481,     11966,     12538,        2189,      44859
  747,           ,             ,            ,              ,                ,               ,    11997,       6503,     10975,     12302,        2196,      44871
  748,           ,             ,            ,              ,                ,               ,    11994,       6503,     10957,     12362,        2214,      44879
  749,           ,             ,            ,              ,                ,               ,    12031,       6506,     10970,     12860,        2199,      45876
  750,           ,             ,            ,              ,                ,               ,    12037,       6520,     10971,     11869,        2222,      43858
  751,           ,             ,            ,              ,                ,               ,    12066,       6539,     11968,     12518,        2221,      44879
  752,           ,             ,            ,              ,                ,               ,    12066,       6526,     10970,     12273,        2242,      45877
  753,           ,             ,            ,              ,                ,               ,    12075,       6533,     11968,     12399,        2234,      46880
  754,           ,             ,            ,              ,                ,               ,    12130,       6565,     11962,     12646,        2192,      45877
  755,           ,             ,            ,              ,                ,               ,    12143,       6572,     11967,     12345,        2232,      44878
  756,           ,             ,            ,              ,                ,               ,    12142,       6556,     10970,     12427,        2232,      45878
  757,           ,             ,            ,              ,                ,               ,    12150,       6589,     10993,     12709,        2205,      44878
  758,           ,             ,            ,              ,                ,               ,    12180,       6590,     10969,     12160,        2235,      44879
  759,           ,             ,            ,              ,                ,               ,    12201,       6604,     11969,     11998,        2259,      45877
  760,           ,             ,            ,              ,                ,               ,    12233,       6623,     11967,     12371,        2267,      45877
  761,           ,             ,            ,              ,                ,               ,    12233,       6628,     11967,     12094,        2257,      45877
  762,           ,             ,            ,              ,                ,               ,    12282,       6653,     10970,     12451,        2285,      45893
  763,           ,             ,            ,              ,                ,               ,    12314,       6672,     11952,     12707,        2281,      46873
  764,           ,             ,            ,              ,                ,               ,    12314,       6675,     11966,     12148,        2290,      46874
  765,           ,             ,            ,              ,                ,               ,    12327,       6662,     11968,     12335,        2245,      46875
  766,           ,             ,            ,              ,                ,               ,    12317,       6666,     10970,     12108,        2271,      44871
  767,           ,             ,            ,              ,                ,               ,    12364,       6696,     11967,     12295,        2259,      46889
  768,           ,             ,            ,              ,                ,               ,    12371,       6702,     10969,     12436,        2286,      46875
  769,           ,             ,            ,              ,                ,               ,    12406,       6730,     11983,     12188,        2295,      46856
  770,           ,             ,            ,              ,                ,               ,    12432,       6725,     11968,     12567,        2281,      46875
  771,           ,             ,            ,              ,                ,               ,    12442,       6751,     11968,     12111,        2308,      48867
  772,           ,             ,            ,              ,                ,               ,    12434,       6728,     11970,     12839,        2312,      48869
  773,           ,             ,            ,              ,                ,               ,    12474,       6772,     11947,     12654,        2291,      46872
  774,           ,             ,            ,              ,                ,               ,    12504,       6754,     11969,     12906,        2285,      48870
  775,           ,             ,            ,              ,                ,               ,    12535,       6792,     11969,     12901,        2280,      48869
  776,           ,             ,            ,              ,                ,               ,    12541,       6796,     11965,     12634,        2322,      46876
  777,           ,             ,            ,              ,                ,               ,    12574,       6811,     11968,     12416,        2320,      48869
  778,           ,             ,            ,              ,                ,               ,    12605,       6812,     11967,     12367,        2363,      46874
  779,           ,             ,            ,              ,                ,               ,    12608,       6817,     11967,     12392,        2322,      48870
  780,           ,             ,            ,              ,                ,               ,    12630,       6845,     11967,     12194,        2323,      45868
  781,           ,             ,            ,              ,                ,               ,    12645,       6832,     11961,     12311,        2341,      47871
  782,           ,             ,            ,              ,                ,               ,    12666,       6844,     10970,     12244,        2336,      46875
  783,           ,             ,            ,              ,                ,               ,    12694,       6877,     11967,     12464,        2342,      48858
  784,           ,             ,            ,              ,                ,               ,    12699,       6871,     11968,     12546,        2333,      48873
  785,           ,             ,            ,              ,                ,               ,    12729,       6880,     12974,     12440,        2337,      48853
  786,           ,             ,            ,              ,                ,               ,    12742,       6908,     11968,     12881,        2350,      48905
  787,           ,             ,            ,              ,                ,               ,    12745,       6905,     12930,     12593,        2344,      48867
  788,           ,             ,            ,              ,                ,               ,    12773,       6914,     11968,     12815,        2400,      50834
  789,           ,             ,            ,              ,                ,               ,    12802,       6934,     11971,     12775,        2402,      49842
  790,           ,             ,            ,              ,                ,               ,    12818,       6947,     12964,     12832,        2338,      47872
  791,           ,             ,            ,              ,                ,               ,    12836,       6972,     11960,     12630,        2333,      48905
  792,           ,             ,            ,              ,                ,               ,    12828,       6941,     10968,     12522,        2357,      48871
  793,           ,             ,            ,              ,                ,               ,    12861,       6960,     11967,     12927,        2374,      48869
  794,           ,             ,            ,              ,                ,               ,    12904,       6983,     12971,     12953,        2385,      49864
  795,           ,             ,            ,              ,                ,               ,    12905,       6991,     12986,     14530,        2349,      49853
  796,           ,             ,            ,              ,                ,               ,    12935,       7002,     11985,     13630,        2367,      51844
  797,           ,             ,            ,              ,                ,               ,    12953,       7023,     12002,     12453,        2385,      49868
  798,           ,             ,            ,              ,                ,               ,    12953,       7032,     11965,     13365,        2348,      49858
  799,           ,             ,            ,              ,                ,               ,    12968,       7029,     11967,     12990,        2343,      49866
  800,           ,             ,            ,              ,                ,               ,    12982,       7025,     11967,     13017,        2362,      48872
  801,           ,             ,            ,              ,                ,               ,    13028,       7034,     12962,     13278,        2385,      49865
  802,           ,             ,            ,              ,                ,               ,    13038,       7043,     11967,     12761,        2380,      50874
  803,           ,             ,            ,              ,                ,               ,    13069,       7077,     12954,     13203,        2374,      51860
  804,           ,             ,            ,              ,                ,               ,    13076,       7086,     11967,     13139,        2393,      59840
  805,           ,             ,            ,              ,                ,               ,    13080,       7084,     12966,     13132,        2398,      50877
  806,           ,             ,            ,              ,                ,               ,    13112,       7110,     12951,     13780,        2359,      50864
  807,           ,             ,            ,              ,                ,               ,    13128,       7098,     11967,     13029,        2447,      50871
  808,           ,             ,            ,              ,                ,               ,    13156,       7122,     12960,     13545,        2403,      51870
  809,           ,             ,            ,              ,                ,               ,    13185,       7147,     12954,     13385,        2380,      50864
  810,           ,             ,            ,              ,                ,               ,    13169,       7132,     11967,     13093,        2403,      51862
  811,           ,             ,            ,              ,                ,               ,    13224,       7169,     11951,     13170,        2450,      51860
  812,           ,             ,            ,              ,                ,               ,    13234,       7174,     12965,     12878,        2429,      50864
  813,           ,             ,            ,              ,                ,               ,    13240,       7166,     12965,     13464,        2448,      51861
  814,           ,             ,            ,              ,                ,               ,    13252,       7160,     11967,     12995,        2419,      50862
  815,           ,             ,            ,              ,                ,               ,    13298,       7197,     11967,     13259,        2433,      50863
  816,           ,             ,            ,              ,                ,               ,    13313,       7218,     12967,     13207,        2448,      51860
  817,           ,             ,            ,              ,                ,               ,    13312,       7216,     11966,     13512,        2416,      51863
  818,           ,             ,            ,              ,                ,               ,    13324,       7217,     12974,     13365,        2446,      51851
  819,           ,             ,            ,              ,                ,               ,    13358,       7247,     12001,     13163,        2454,      51862
  820,           ,             ,            ,              ,                ,               ,    13380,       7258,     12965,     13234,        2497,      53855
  821,           ,             ,            ,              ,                ,               ,    13397,       7266,     12965,     13525,        2455,      51863
  822,           ,             ,            ,              ,                ,               ,    13417,       7262,     12985,     13566,        2470,      52858
  823,           ,             ,            ,              ,                ,               ,    13454,       7274,     12965,     13594,        2442,      54852
  824,           ,             ,            ,              ,                ,               ,    13455,       7270,     11966,     13385,        2462,      52860
  825,           ,             ,            ,              ,                ,               ,    13484,       7301,     12964,     13348,        2454,      52857
  826,           ,             ,            ,              ,                ,               ,    13504,       7304,     12988,     13857,        2447,      53834
  827,           ,             ,            ,              ,                ,               ,    13534,       7336,     12965,     13935,        2448,      53871
  828,           ,             ,            ,              ,                ,               ,    13543,       7324,     11998,     13221,        2458,      52857
  829,           ,             ,            ,              ,                ,               ,    13551,       7326,     12974,     13745,        2496,      53857
  830,           ,             ,            ,              ,                ,               ,    13548,       7330,     12964,     13501,        2445,      51860
  831,           ,             ,            ,              ,                ,               ,    13586,       7349,     12965,     13088,        2494,      53856
  832,           ,             ,            ,              ,                ,               ,    13609,       7384,     11968,     13121,        2491,      53871
  833,           ,             ,            ,              ,                ,               ,    13628,       7352,     13947,     13555,        2490,      58843
  834,           ,             ,            ,              ,                ,               ,    13661,       7395,     13963,     13962,        2480,      55852
  835,           ,             ,            ,              ,                ,               ,    13677,       7392,     12973,     13477,        2500,      54882
  836,           ,             ,            ,              ,                ,               ,    13708,       7434,     12962,     13546,        2552,      54851
  837,           ,             ,            ,              ,                ,               ,    13691,       7421,     11967,     14824,        2478,      54855
  838,           ,             ,            ,              ,                ,               ,    13758,       7449,     12966,     14305,        2492,      54865
  839,           ,             ,            ,              ,                ,               ,    13760,       7454,     12964,     14202,        2509,      55850
  840,           ,             ,            ,              ,                ,               ,    13798,       7475,     12967,     13428,        2547,      53855
  841,           ,             ,            ,              ,                ,               ,    13792,       7464,     12963,     14250,        2490,      53856
  842,           ,             ,            ,              ,                ,               ,    13816,       7473,     12965,     14261,        2499,      54853
  843,           ,             ,            ,              ,                ,               ,    13838,       7495,     12966,     14326,        2496,      53855
  844,           ,             ,            ,              ,                ,               ,    13848,       7493,     12965,     13895,        2534,      53855
  845,           ,             ,            ,              ,                ,               ,    13868,       7511,     12963,     13954,        2543,      56848
  846,           ,             ,            ,              ,                ,               ,    13900,       7525,     11968,     13840,        2556,      56854
  847,           ,             ,            ,              ,                ,               ,    13913,       7537,     12985,     14624,        2520,      55849
  848,           ,             ,            ,              ,                ,               ,    13925,       7530,     12966,     13412,        2528,      53838
  849,           ,             ,            ,              ,                ,               ,    13949,       7561,     12965,     13659,        2553,      55852
  850,           ,             ,            ,              ,                ,               ,    13962,       7557,     12964,     13928,        2570,      56871
  851,           ,             ,            ,              ,                ,               ,    13992,       7582,     12942,     13740,        2567,      54851
  852,           ,             ,            ,              ,                ,               ,    14015,       7593,     12965,     13860,        2576,      56847
  853,           ,             ,            ,              ,                ,               ,    14009,       7586,     12965,     14005,        2571,      55850
  854,           ,             ,            ,              ,                ,               ,    14037,       7598,     12965,     14155,        2538,      55849
  855,           ,             ,            ,              ,                ,               ,    14071,       7621,     12965,     13843,        2587,      54854
  856,           ,             ,            ,              ,                ,               ,    14073,       7624,     12964,     13835,        2589,      56848
  857,           ,             ,            ,              ,                ,               ,    14095,       7638,     12966,     14447,        2548,      56848
  858,           ,             ,            ,              ,                ,               ,    14088,       7630,     13962,     14131,        2561,      55850
  859,           ,             ,            ,              ,                ,               ,    14132,       7653,     13961,     14105,        2634,      55850
  860,           ,             ,            ,              ,                ,               ,    14153,       7664,     13962,     14051,        2585,      56849
  861,           ,             ,            ,              ,                ,               ,    14166,       7659,     12965,     14343,        2580,      57864
  862,           ,             ,            ,              ,                ,               ,    14192,       7681,     12966,     14187,        2594,      56843
  863,           ,             ,            ,              ,                ,               ,    14218,       7706,     13962,     14221,        2582,      57846
  864,           ,             ,            ,              ,                ,               ,    14222,       7701,     13962,     14233,        2634,      59839
  865,           ,             ,            ,              ,                ,               ,    14246,       7729,     12976,     14337,        2614,      56848
  866,           ,             ,            ,              ,                ,               ,    14273,       7736,     12965,     14419,        2644,      58842
  867,           ,             ,            ,              ,                ,               ,    14292,       7753,     12964,     14060,        2602,      58851
